#Digilent WaveForms Oscilloscope Acquisition,,,
-3.43125,0.0468092,0.0468092,0.0468092
-3.43,0.0464754,0.0464754,0.0464754
-3.42875,0.0464754,0.0464754,0.0464754
-3.4275,0.0474768,0.0474768,0.0474768
-3.42625,0.0491458,0.0491458,0.0491458
-3.425,0.0474768,0.0474768,0.0474768
-3.42375,0.045474,0.045474,0.045474
-3.4225,0.0444726,0.0444726,0.0444726
-3.42125,0.0448064,0.0448064,0.0448064
-3.42,0.0458078,0.0458078,0.0458078
-3.41875,0.045474,0.045474,0.045474
-3.4175,0.043805,0.043805,0.043805
-3.41625,0.0431374,0.0431374,0.0431374
-3.415,0.0444726,0.0444726,0.0444726
-3.41375,0.0458078,0.0458078,0.0458078
-3.4125,0.0464754,0.0464754,0.0464754
-3.41125,0.0464754,0.0464754,0.0464754
-3.41,0.0464754,0.0464754,0.0464754
-3.40875,0.0461416,0.0461416,0.0461416
-3.4075,0.0474768,0.0474768,0.0474768
-3.40625,0.0494796,0.0494796,0.0494796
-3.405,0.0478106,0.0478106,0.0478106
-3.40375,0.0458078,0.0458078,0.0458078
-3.4025,0.0448064,0.0448064,0.0448064
-3.40125,0.0451402,0.0451402,0.0451402
-3.4,0.0461416,0.0461416,0.0461416
-3.39875,0.0458078,0.0458078,0.0458078
-3.3975,0.043805,0.043805,0.043805
-3.39625,0.0441388,0.0441388,0.0441388
-3.395,0.0448064,0.0448064,0.0448064
-3.39375,0.0461416,0.0461416,0.0461416
-3.3925,0.0468092,0.0468092,0.0468092
-3.39125,0.0468092,0.0468092,0.0468092
-3.39,0.0464754,0.0464754,0.0464754
-3.38875,0.0464754,0.0464754,0.0464754
-3.3875,0.0474768,0.0474768,0.0474768
-3.38625,0.0494796,0.0494796,0.0494796
-3.385,0.0478106,0.0478106,0.0478106
-3.38375,0.0458078,0.0458078,0.0458078
-3.3825,0.0451402,0.0451402,0.0451402
-3.38125,0.0451402,0.0451402,0.0451402
-3.38,0.0461416,0.0461416,0.0461416
-3.37875,0.0458078,0.0458078,0.0458078
-3.3775,0.0441388,0.0441388,0.0441388
-3.37625,0.043805,0.043805,0.043805
-3.375,0.0448064,0.0448064,0.0448064
-3.37375,0.0458078,0.0458078,0.0458078
-3.3725,0.0468092,0.0468092,0.0468092
-3.37125,0.0464754,0.0464754,0.0464754
-3.37,0.0464754,0.0464754,0.0464754
-3.36875,0.0461416,0.0461416,0.0461416
-3.3675,0.0478106,0.0478106,0.0478106
-3.36625,0.0494796,0.0494796,0.0494796
-3.365,0.0478106,0.0478106,0.0478106
-3.36375,0.0458078,0.0458078,0.0458078
-3.3625,0.0451402,0.0451402,0.0451402
-3.36125,0.0451402,0.0451402,0.0451402
-3.36,0.0461416,0.0461416,0.0461416
-3.35875,0.0458078,0.0458078,0.0458078
-3.3575,0.0441388,0.0441388,0.0441388
-3.35625,0.0441388,0.0441388,0.0441388
-3.355,0.0448064,0.0448064,0.0448064
-3.35375,0.0461416,0.0461416,0.0461416
-3.3525,0.0468092,0.0468092,0.0468092
-3.35125,0.0464754,0.0464754,0.0464754
-3.35,0.0464754,0.0464754,0.0464754
-3.34875,0.0461416,0.0461416,0.0461416
-3.3475,0.0474768,0.0474768,0.0474768
-3.34625,0.0494796,0.0494796,0.0494796
-3.345,0.0474768,0.0474768,0.0474768
-3.34375,0.0458078,0.0458078,0.0458078
-3.3425,0.0448064,0.0448064,0.0448064
-3.34125,0.045474,0.045474,0.045474
-3.34,0.0461416,0.0461416,0.0461416
-3.33875,0.0458078,0.0458078,0.0458078
-3.3375,0.043805,0.043805,0.043805
-3.33625,0.0441388,0.0441388,0.0441388
-3.335,0.0448064,0.0448064,0.0448064
-3.33375,0.0461416,0.0461416,0.0461416
-3.3325,0.0468092,0.0468092,0.0468092
-3.33125,0.0468092,0.0468092,0.0468092
-3.33,0.0464754,0.0464754,0.0464754
-3.32875,0.0461416,0.0461416,0.0461416
-3.3275,0.0474768,0.0474768,0.0474768
-3.32625,0.0498134,0.0498134,0.0498134
-3.325,0.0478106,0.0478106,0.0478106
-3.32375,0.0458078,0.0458078,0.0458078
-3.3225,0.0451402,0.0451402,0.0451402
-3.32125,0.0451402,0.0451402,0.0451402
-3.32,0.0461416,0.0461416,0.0461416
-3.31875,0.0458078,0.0458078,0.0458078
-3.3175,0.043805,0.043805,0.043805
-3.31625,0.043805,0.043805,0.043805
-3.315,0.0448064,0.0448064,0.0448064
-3.31375,0.0461416,0.0461416,0.0461416
-3.3125,0.0468092,0.0468092,0.0468092
-3.31125,0.0464754,0.0464754,0.0464754
-3.31,0.0464754,0.0464754,0.0464754
-3.30875,0.0461416,0.0461416,0.0461416
-3.3075,0.0478106,0.0478106,0.0478106
-3.30625,0.0494796,0.0494796,0.0494796
-3.305,0.0478106,0.0478106,0.0478106
-3.30375,0.045474,0.045474,0.045474
-3.3025,0.0451402,0.0451402,0.0451402
-3.30125,0.0451402,0.0451402,0.0451402
-3.3,0.0461416,0.0461416,0.0461416
-3.29875,0.0458078,0.0458078,0.0458078
-3.2975,0.043805,0.043805,0.043805
-3.29625,0.0441388,0.0441388,0.0441388
-3.295,0.0448064,0.0448064,0.0448064
-3.29375,0.0461416,0.0461416,0.0461416
-3.2925,0.0468092,0.0468092,0.0468092
-3.29125,0.0464754,0.0464754,0.0464754
-3.29,0.0464754,0.0464754,0.0464754
-3.28875,0.0461416,0.0461416,0.0461416
-3.2875,0.0474768,0.0474768,0.0474768
-3.28625,0.0494796,0.0494796,0.0494796
-3.285,0.0474768,0.0474768,0.0474768
-3.28375,0.0458078,0.0458078,0.0458078
-3.2825,0.0448064,0.0448064,0.0448064
-3.28125,0.045474,0.045474,0.045474
-3.28,0.0461416,0.0461416,0.0461416
-3.27875,0.0458078,0.0458078,0.0458078
-3.2775,0.043805,0.043805,0.043805
-3.27625,0.0441388,0.0441388,0.0441388
-3.275,0.0444726,0.0444726,0.0444726
-3.27375,0.0464754,0.0464754,0.0464754
-3.2725,0.0468092,0.0468092,0.0468092
-3.27125,0.0464754,0.0464754,0.0464754
-3.27,0.0464754,0.0464754,0.0464754
-3.26875,0.0461416,0.0461416,0.0461416
-3.2675,0.0474768,0.0474768,0.0474768
-3.26625,0.0494796,0.0494796,0.0494796
-3.265,0.0474768,0.0474768,0.0474768
-3.26375,0.045474,0.045474,0.045474
-3.2625,0.0448064,0.0448064,0.0448064
-3.26125,0.0451402,0.0451402,0.0451402
-3.26,0.0461416,0.0461416,0.0461416
-3.25875,0.045474,0.045474,0.045474
-3.2575,0.043805,0.043805,0.043805
-3.25625,0.043805,0.043805,0.043805
-3.255,0.0448064,0.0448064,0.0448064
-3.25375,0.0461416,0.0461416,0.0461416
-3.2525,0.0468092,0.0468092,0.0468092
-3.25125,0.0464754,0.0464754,0.0464754
-3.25,0.0464754,0.0464754,0.0464754
-3.24875,0.0461416,0.0461416,0.0461416
-3.2475,0.0478106,0.0478106,0.0478106
-3.24625,0.0494796,0.0494796,0.0494796
-3.245,0.0478106,0.0478106,0.0478106
-3.24375,0.045474,0.045474,0.045474
-3.2425,0.0448064,0.0448064,0.0448064
-3.24125,0.0451402,0.0451402,0.0451402
-3.24,0.0461416,0.0461416,0.0461416
-3.23875,0.045474,0.045474,0.045474
-3.2375,0.043805,0.043805,0.043805
-3.23625,0.043805,0.043805,0.043805
-3.235,0.0448064,0.0448064,0.0448064
-3.23375,0.0461416,0.0461416,0.0461416
-3.2325,0.0464754,0.0464754,0.0464754
-3.23125,0.0464754,0.0464754,0.0464754
-3.23,0.0461416,0.0461416,0.0461416
-3.22875,0.0458078,0.0458078,0.0458078
-3.2275,0.0474768,0.0474768,0.0474768
-3.22625,0.0491458,0.0491458,0.0491458
-3.225,0.047143,0.047143,0.047143
-3.22375,0.045474,0.045474,0.045474
-3.2225,0.0444726,0.0444726,0.0444726
-3.22125,0.0451402,0.0451402,0.0451402
-3.22,0.0458078,0.0458078,0.0458078
-3.21875,0.045474,0.045474,0.045474
-3.2175,0.0434712,0.0434712,0.0434712
-3.21625,0.043805,0.043805,0.043805
-3.215,0.0444726,0.0444726,0.0444726
-3.21375,0.0461416,0.0461416,0.0461416
-3.2125,0.0464754,0.0464754,0.0464754
-3.21125,0.0461416,0.0461416,0.0461416
-3.21,0.0461416,0.0461416,0.0461416
-3.20875,0.0458078,0.0458078,0.0458078
-3.2075,0.0474768,0.0474768,0.0474768
-3.20625,0.0491458,0.0491458,0.0491458
-3.205,0.047143,0.047143,0.047143
-3.20375,0.0451402,0.0451402,0.0451402
-3.2025,0.0444726,0.0444726,0.0444726
-3.20125,0.0451402,0.0451402,0.0451402
-3.2,0.0458078,0.0458078,0.0458078
-3.19875,0.045474,0.045474,0.045474
-3.1975,0.0434712,0.0434712,0.0434712
-3.19625,0.0434712,0.0434712,0.0434712
-3.195,0.0441388,0.0441388,0.0441388
-3.19375,0.0461416,0.0461416,0.0461416
-3.1925,0.0461416,0.0461416,0.0461416
-3.19125,0.0448064,0.0448064,0.0448064
-3.19,0.0444726,0.0444726,0.0444726
-3.18875,0.0441388,0.0441388,0.0441388
-3.1875,0.0458078,0.0458078,0.0458078
-3.18625,0.0474768,0.0474768,0.0474768
-3.185,0.045474,0.045474,0.045474
-3.18375,0.0434712,0.0434712,0.0434712
-3.1825,0.0428036,0.0428036,0.0428036
-3.18125,0.0431374,0.0431374,0.0431374
-3.18,0.043805,0.043805,0.043805
-3.17875,0.0434712,0.0434712,0.0434712
-3.1775,0.0424698,0.0424698,0.0424698
-3.17625,0.040467,0.040467,0.040467
-3.175,0.0397994,0.0397994,0.0397994
-3.17375,0.0397994,0.0397994,0.0397994
-3.1725,0.0401332,0.0401332,0.0401332
-3.17125,0.0397994,0.0397994,0.0397994
-3.17,0.0397994,0.0397994,0.0397994
-3.16875,0.0394656,0.0394656,0.0394656
-3.1675,0.0464754,0.0464754,0.0464754
-3.16625,0.0578246,0.0578246,0.0578246
-3.165,0.0584922,0.0584922,0.0584922
-3.16375,0.0574908,0.0574908,0.0574908
-3.1625,0.0598274,0.0598274,0.0598274
-3.16125,0.0601612,0.0601612,0.0601612
-3.16,0.0611626,0.0611626,0.0611626
-3.15875,0.0614964,0.0614964,0.0614964
-3.1575,0.0598274,0.0598274,0.0598274
-3.15625,0.0568232,0.0568232,0.0568232
-3.155,0.0534852,0.0534852,0.0534852
-3.15375,0.0608288,0.0608288,0.0608288
-3.1525,0.0634992,0.0634992,0.0634992
-3.15125,0.0634992,0.0634992,0.0634992
-3.15,0.0574908,0.0574908,0.0574908
-3.14875,0.0608288,0.0608288,0.0608288
-3.1475,0.0581584,0.0581584,0.0581584
-3.14625,0.057157,0.057157,0.057157
-3.145,0.0581584,0.0581584,0.0581584
-3.14375,0.0491458,0.0491458,0.0491458
-3.1425,0.0444726,0.0444726,0.0444726
-3.14125,0.0461416,0.0461416,0.0461416
-3.14,0.0468092,0.0468092,0.0468092
-3.13875,0.0464754,0.0464754,0.0464754
-3.1375,0.0448064,0.0448064,0.0448064
-3.13625,0.0448064,0.0448064,0.0448064
-3.135,0.045474,0.045474,0.045474
-3.13375,0.047143,0.047143,0.047143
-3.1325,0.0474768,0.0474768,0.0474768
-3.13125,0.0474768,0.0474768,0.0474768
-3.13,0.047143,0.047143,0.047143
-3.12875,0.047143,0.047143,0.047143
-3.1275,0.0484782,0.0484782,0.0484782
-3.12625,0.050481,0.050481,0.050481
-3.125,0.0484782,0.0484782,0.0484782
-3.12375,0.0464754,0.0464754,0.0464754
-3.1225,0.0458078,0.0458078,0.0458078
-3.12125,0.0464754,0.0464754,0.0464754
-3.12,0.047143,0.047143,0.047143
-3.11875,0.0464754,0.0464754,0.0464754
-3.1175,0.0448064,0.0448064,0.0448064
-3.11625,0.0448064,0.0448064,0.0448064
-3.115,0.045474,0.045474,0.045474
-3.11375,0.047143,0.047143,0.047143
-3.1125,0.0478106,0.0478106,0.0478106
-3.11125,0.0474768,0.0474768,0.0474768
-3.11,0.047143,0.047143,0.047143
-3.10875,0.047143,0.047143,0.047143
-3.1075,0.0484782,0.0484782,0.0484782
-3.10625,0.050481,0.050481,0.050481
-3.105,0.0484782,0.0484782,0.0484782
-3.10375,0.0461416,0.0461416,0.0461416
-3.1025,0.0458078,0.0458078,0.0458078
-3.10125,0.0464754,0.0464754,0.0464754
-3.1,0.0468092,0.0468092,0.0468092
-3.09875,0.0464754,0.0464754,0.0464754
-3.0975,0.0444726,0.0444726,0.0444726
-3.09625,0.0448064,0.0448064,0.0448064
-3.095,0.045474,0.045474,0.045474
-3.09375,0.047143,0.047143,0.047143
-3.0925,0.0474768,0.0474768,0.0474768
-3.09125,0.0474768,0.0474768,0.0474768
-3.09,0.047143,0.047143,0.047143
-3.08875,0.047143,0.047143,0.047143
-3.0875,0.0484782,0.0484782,0.0484782
-3.08625,0.050481,0.050481,0.050481
-3.085,0.0481444,0.0481444,0.0481444
-3.08375,0.0461416,0.0461416,0.0461416
-3.0825,0.0458078,0.0458078,0.0458078
-3.08125,0.0461416,0.0461416,0.0461416
-3.08,0.0468092,0.0468092,0.0468092
-3.07875,0.0464754,0.0464754,0.0464754
-3.0775,0.0444726,0.0444726,0.0444726
-3.07625,0.0448064,0.0448064,0.0448064
-3.075,0.045474,0.045474,0.045474
-3.07375,0.047143,0.047143,0.047143
-3.0725,0.0474768,0.0474768,0.0474768
-3.07125,0.0474768,0.0474768,0.0474768
-3.07,0.047143,0.047143,0.047143
-3.06875,0.047143,0.047143,0.047143
-3.0675,0.0484782,0.0484782,0.0484782
-3.06625,0.050481,0.050481,0.050481
-3.065,0.0481444,0.0481444,0.0481444
-3.06375,0.0461416,0.0461416,0.0461416
-3.0625,0.0458078,0.0458078,0.0458078
-3.06125,0.0464754,0.0464754,0.0464754
-3.06,0.0468092,0.0468092,0.0468092
-3.05875,0.0461416,0.0461416,0.0461416
-3.0575,0.0444726,0.0444726,0.0444726
-3.05625,0.0448064,0.0448064,0.0448064
-3.055,0.045474,0.045474,0.045474
-3.05375,0.047143,0.047143,0.047143
-3.0525,0.0474768,0.0474768,0.0474768
-3.05125,0.0474768,0.0474768,0.0474768
-3.05,0.047143,0.047143,0.047143
-3.04875,0.047143,0.047143,0.047143
-3.0475,0.048812,0.048812,0.048812
-3.04625,0.050481,0.050481,0.050481
-3.045,0.0481444,0.0481444,0.0481444
-3.04375,0.0508148,0.0508148,0.0508148
-3.0425,0.047143,0.047143,0.047143
-3.04125,0.047143,0.047143,0.047143
-3.04,0.0474768,0.0474768,0.0474768
-3.03875,0.0468092,0.0468092,0.0468092
-3.0375,0.045474,0.045474,0.045474
-3.03625,0.0458078,0.0458078,0.0458078
-3.035,0.0461416,0.0461416,0.0461416
-3.03375,0.0478106,0.0478106,0.0478106
-3.0325,0.0481444,0.0481444,0.0481444
-3.03125,0.0481444,0.0481444,0.0481444
-3.03,0.0478106,0.0478106,0.0478106
-3.02875,0.0478106,0.0478106,0.0478106
-3.0275,0.0494796,0.0494796,0.0494796
-3.02625,0.0511486,0.0511486,0.0511486
-3.025,0.048812,0.048812,0.048812
-3.02375,0.047143,0.047143,0.047143
-3.0225,0.0464754,0.0464754,0.0464754
-3.02125,0.047143,0.047143,0.047143
-3.02,0.0474768,0.0474768,0.0474768
-3.01875,0.0468092,0.0468092,0.0468092
-3.0175,0.045474,0.045474,0.045474
-3.01625,0.0458078,0.0458078,0.0458078
-3.015,0.0464754,0.0464754,0.0464754
-3.01375,0.0478106,0.0478106,0.0478106
-3.0125,0.0481444,0.0481444,0.0481444
-3.01125,0.0481444,0.0481444,0.0481444
-3.01,0.0478106,0.0478106,0.0478106
-3.00875,0.0478106,0.0478106,0.0478106
-3.0075,0.0494796,0.0494796,0.0494796
-3.00625,0.0511486,0.0511486,0.0511486
-3.005,0.048812,0.048812,0.048812
-3.00375,0.047143,0.047143,0.047143
-3.0025,0.0464754,0.0464754,0.0464754
-3.00125,0.047143,0.047143,0.047143
-3,0.0474768,0.0474768,0.0474768
-2.99875,0.0468092,0.0468092,0.0468092
-2.9975,0.0451402,0.0451402,0.0451402
-2.99625,0.0458078,0.0458078,0.0458078
-2.995,0.0461416,0.0461416,0.0461416
-2.99375,0.0478106,0.0478106,0.0478106
-2.9925,0.0481444,0.0481444,0.0481444
-2.99125,0.0481444,0.0481444,0.0481444
-2.99,0.0478106,0.0478106,0.0478106
-2.98875,0.0478106,0.0478106,0.0478106
-2.9875,0.0494796,0.0494796,0.0494796
-2.98625,0.0511486,0.0511486,0.0511486
-2.985,0.048812,0.048812,0.048812
-2.98375,0.047143,0.047143,0.047143
-2.9825,0.0464754,0.0464754,0.0464754
-2.98125,0.047143,0.047143,0.047143
-2.98,0.0474768,0.0474768,0.0474768
-2.97875,0.0468092,0.0468092,0.0468092
-2.9775,0.045474,0.045474,0.045474
-2.97625,0.0458078,0.0458078,0.0458078
-2.975,0.0461416,0.0461416,0.0461416
-2.97375,0.0478106,0.0478106,0.0478106
-2.9725,0.0481444,0.0481444,0.0481444
-2.97125,0.0481444,0.0481444,0.0481444
-2.97,0.0478106,0.0478106,0.0478106
-2.96875,0.0478106,0.0478106,0.0478106
-2.9675,0.0494796,0.0494796,0.0494796
-2.96625,0.0508148,0.0508148,0.0508148
-2.965,0.048812,0.048812,0.048812
-2.96375,0.0468092,0.0468092,0.0468092
-2.9625,0.0461416,0.0461416,0.0461416
-2.96125,0.047143,0.047143,0.047143
-2.96,0.0474768,0.0474768,0.0474768
-2.95875,0.0468092,0.0468092,0.0468092
-2.9575,0.0451402,0.0451402,0.0451402
-2.95625,0.0458078,0.0458078,0.0458078
-2.955,0.0461416,0.0461416,0.0461416
-2.95375,0.0478106,0.0478106,0.0478106
-2.9525,0.0481444,0.0481444,0.0481444
-2.95125,0.0481444,0.0481444,0.0481444
-2.95,0.0478106,0.0478106,0.0478106
-2.94875,0.0478106,0.0478106,0.0478106
-2.9475,0.0494796,0.0494796,0.0494796
-2.94625,0.0508148,0.0508148,0.0508148
-2.945,0.048812,0.048812,0.048812
-2.94375,0.0514824,0.0514824,0.0514824
-2.9425,0.055488,0.055488,0.055488
-2.94125,0.0755159,0.0755159,0.0755159
-2.94,0.0775187,0.0775187,0.0775187
-2.93875,0.0307868,0.0307868,0.0307868
-2.9375,0.0277826,0.0277826,0.0277826
-2.93625,0.028784,0.028784,0.028784
-2.935,0.0274488,0.0274488,0.0274488
-2.93375,0.030453,0.030453,0.030453
-2.9325,0.0291178,0.0291178,0.0291178
-2.93125,0.0294516,0.0294516,0.0294516
-2.93,0.0291178,0.0291178,0.0291178
-2.92875,0.0281164,0.0281164,0.0281164
-2.9275,0.0307868,0.0307868,0.0307868
-2.92625,0.030453,0.030453,0.030453
-2.925,0.0297854,0.0297854,0.0297854
-2.92375,0.027115,0.027115,0.027115
-2.9225,0.0261136,0.0261136,0.0261136
-2.92125,0.0277826,0.0277826,0.0277826
-2.92,0.0267812,0.0267812,0.0267812
-2.91875,0.0274488,0.0274488,0.0274488
-2.9175,0.0244447,0.0244447,0.0244447
-2.91625,0.0261136,0.0261136,0.0261136
-2.915,0.0264474,0.0264474,0.0264474
-2.91375,0.027115,0.027115,0.027115
-2.9125,0.0284502,0.0284502,0.0284502
-2.91125,0.0267812,0.0267812,0.0267812
-2.91,0.0281164,0.0281164,0.0281164
-2.90875,0.027115,0.027115,0.027115
-2.9075,0.0294516,0.0294516,0.0294516
-2.90625,0.0307868,0.0307868,0.0307868
-2.905,0.0274488,0.0274488,0.0274488
-2.90375,0.027115,0.027115,0.027115
-2.9025,0.0251123,0.0251123,0.0251123
-2.90125,0.0274488,0.0274488,0.0274488
-2.9,0.0267812,0.0267812,0.0267812
-2.89875,0.0264474,0.0264474,0.0264474
-2.8975,0.0254461,0.0254461,0.0254461
-2.89625,0.0244447,0.0244447,0.0244447
-2.895,0.0264474,0.0264474,0.0264474
-2.89375,0.0264474,0.0264474,0.0264474
-2.8925,0.0281164,0.0281164,0.0281164
-2.89125,0.0274488,0.0274488,0.0274488
-2.89,0.0267812,0.0267812,0.0267812
-2.88875,0.0281164,0.0281164,0.0281164
-2.8875,0.0281164,0.0281164,0.0281164
-2.88625,0.0307868,0.0307868,0.0307868
-2.885,0.0277826,0.0277826,0.0277826
-2.88375,0.0264474,0.0264474,0.0264474
-2.8825,0.0257798,0.0257798,0.0257798
-2.88125,0.0261136,0.0261136,0.0261136
-2.88,0.0274488,0.0274488,0.0274488
-2.87875,0.0254461,0.0254461,0.0254461
-2.8775,0.0254461,0.0254461,0.0254461
-2.87625,0.0247785,0.0247785,0.0247785
-2.875,0.0257798,0.0257798,0.0257798
-2.87375,0.0277826,0.0277826,0.0277826
-2.8725,0.0267812,0.0267812,0.0267812
-2.87125,0.0281164,0.0281164,0.0281164
-2.87,0.0264474,0.0264474,0.0264474
-2.86875,0.0277826,0.0277826,0.0277826
-2.8675,0.028784,0.028784,0.028784
-2.86625,0.0301192,0.0301192,0.0301192
-2.865,0.0284502,0.0284502,0.0284502
-2.86375,0.0254461,0.0254461,0.0254461
-2.8625,0.0264474,0.0264474,0.0264474
-2.86125,0.0261136,0.0261136,0.0261136
-2.86,0.0274488,0.0274488,0.0274488
-2.85875,0.0264474,0.0264474,0.0264474
-2.8575,0.0241109,0.0241109,0.0241109
-2.85625,0.0257798,0.0257798,0.0257798
-2.855,0.0251123,0.0251123,0.0251123
-2.85375,0.0277826,0.0277826,0.0277826
-2.8525,0.027115,0.027115,0.027115
-2.85125,0.0274488,0.0274488,0.0274488
-2.85,0.0274488,0.0274488,0.0274488
-2.84875,0.0267812,0.0267812,0.0267812
-2.8475,0.0297854,0.0297854,0.0297854
-2.84625,0.0294516,0.0294516,0.0294516
-2.845,0.0284502,0.0284502,0.0284502
-2.84375,0.0261136,0.0261136,0.0261136
-2.8425,0.0254461,0.0254461,0.0254461
-2.84125,0.027115,0.027115,0.027115
-2.84,0.0261136,0.0261136,0.0261136
-2.83875,0.0267812,0.0267812,0.0267812
-2.8375,0.0241109,0.0241109,0.0241109
-2.83625,0.0367952,0.0367952,0.0367952
-2.835,0.0394656,0.0394656,0.0394656
-2.83375,0.040467,0.040467,0.040467
-2.8325,0.040467,0.040467,0.040467
-2.83125,0.0391318,0.0391318,0.0391318
-2.83,0.0401332,0.0401332,0.0401332
-2.82875,0.0394656,0.0394656,0.0394656
-2.8275,0.0418022,0.0418022,0.0418022
-2.82625,0.0431374,0.0431374,0.0431374
-2.825,0.0411346,0.0411346,0.0411346
-2.82375,0.0394656,0.0394656,0.0394656
-2.8225,0.0391318,0.0391318,0.0391318
-2.82125,0.0431374,0.0431374,0.0431374
